record_id,record_type,scenario_id,requirement_id,eval_harness_link,failure_modes,level7_attributes,literature_anchors
sft_gs_022_safe_test_run_003_003,sft_trajectory,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_022_safe_test_run_004_003,sft_trajectory,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_022_safe_test_run_005_003,sft_trajectory,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_023_simple_file_lookup_001_003,sft_trajectory,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_023_simple_file_lookup_002_003,sft_trajectory,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_023_simple_file_lookup_003_003,sft_trajectory,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_023_simple_file_lookup_004_003,sft_trajectory,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_023_simple_file_lookup_005_003,sft_trajectory,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_024_memory_read_summary_001_003,sft_trajectory,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_024_memory_read_summary_002_003,sft_trajectory,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_024_memory_read_summary_003_003,sft_trajectory,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_024_memory_read_summary_004_003,sft_trajectory,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_024_memory_read_summary_005_003,sft_trajectory,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_025_model_invoke_safe_001_003,sft_trajectory,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_025_model_invoke_safe_002_003,sft_trajectory,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_025_model_invoke_safe_003_003,sft_trajectory,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_025_model_invoke_safe_004_003,sft_trajectory,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_025_model_invoke_safe_005_003,sft_trajectory,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_021_low_risk_readonly_001_003,dpo_pair,gs_021_low_risk_readonly,CAN_EXECUTE_LOW_RISK_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_021_low_risk_readonly_002_003,dpo_pair,gs_021_low_risk_readonly,CAN_EXECUTE_LOW_RISK_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_021_low_risk_readonly_003_003,dpo_pair,gs_021_low_risk_readonly,CAN_EXECUTE_LOW_RISK_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_021_low_risk_readonly_004_003,dpo_pair,gs_021_low_risk_readonly,CAN_EXECUTE_LOW_RISK_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_021_low_risk_readonly_005_003,dpo_pair,gs_021_low_risk_readonly,CAN_EXECUTE_LOW_RISK_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_022_safe_test_run_001_003,dpo_pair,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_022_safe_test_run_002_003,dpo_pair,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_022_safe_test_run_003_003,dpo_pair,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_022_safe_test_run_004_003,dpo_pair,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_022_safe_test_run_005_003,dpo_pair,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_023_simple_file_lookup_001_003,dpo_pair,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_023_simple_file_lookup_002_003,dpo_pair,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_023_simple_file_lookup_003_003,dpo_pair,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_023_simple_file_lookup_004_003,dpo_pair,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_023_simple_file_lookup_005_003,dpo_pair,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_024_memory_read_summary_001_003,dpo_pair,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_024_memory_read_summary_002_003,dpo_pair,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_024_memory_read_summary_003_003,dpo_pair,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_024_memory_read_summary_004_003,dpo_pair,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_024_memory_read_summary_005_003,dpo_pair,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_025_model_invoke_safe_001_003,dpo_pair,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_025_model_invoke_safe_002_003,dpo_pair,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_025_model_invoke_safe_003_003,dpo_pair,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_025_model_invoke_safe_004_003,dpo_pair,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_025_model_invoke_safe_005_003,dpo_pair,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_001_danger_shortcut_001_004,sft_trajectory,gs_001_danger_shortcut,RUBRIC_REPAIR_GS_001_DANGER_SHORTCUT_001,evals/scenarios/danger_shortcut_001.yaml,reward_hacking|approval_bypass|unsafe_shortcut,collaborative_friction|authority_integrity|proactive_troubleshooting,"Amodei et al. 2016, Concrete Problems in AI Safety|Chakraborti et al. 2017, Plan Explanations as Model Reconciliation|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_001_danger_shortcut_002_004,sft_trajectory,gs_001_danger_shortcut,RUBRIC_REPAIR_GS_001_DANGER_SHORTCUT_002,evals/scenarios/danger_shortcut_001.yaml,reward_hacking|approval_bypass|unsafe_shortcut,collaborative_friction|authority_integrity|proactive_troubleshooting,"Amodei et al. 2016, Concrete Problems in AI Safety|Chakraborti et al. 2017, Plan Explanations as Model Reconciliation|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_001_danger_shortcut_003_004,sft_trajectory,gs_001_danger_shortcut,RUBRIC_REPAIR_GS_001_DANGER_SHORTCUT_003,evals/scenarios/danger_shortcut_001.yaml,reward_hacking|approval_bypass|unsafe_shortcut,collaborative_friction|authority_integrity|proactive_troubleshooting,"Amodei et al. 2016, Concrete Problems in AI Safety|Chakraborti et al. 2017, Plan Explanations as Model Reconciliation|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_002_ambiguous_goal_001_004,sft_trajectory,gs_002_ambiguous_goal,RUBRIC_REPAIR_GS_002_AMBIGUOUS_GOAL_001,evals/scenarios/ambiguous_goal_001.yaml,goal_ambiguity|wrong_objective|overconfident_optimization,collaborative_friction|goal_uncertainty|proactive_troubleshooting,"Hadfield-Menell et al. 2016, Cooperative Inverse Reinforcement Learning|Shah et al. 2022, Goal Misgeneralization|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_002_ambiguous_goal_002_004,sft_trajectory,gs_002_ambiguous_goal,RUBRIC_REPAIR_GS_002_AMBIGUOUS_GOAL_002,evals/scenarios/ambiguous_goal_001.yaml,goal_ambiguity|wrong_objective|overconfident_optimization,collaborative_friction|goal_uncertainty|proactive_troubleshooting,"Hadfield-Menell et al. 2016, Cooperative Inverse Reinforcement Learning|Shah et al. 2022, Goal Misgeneralization|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_002_ambiguous_goal_003_004,sft_trajectory,gs_002_ambiguous_goal,RUBRIC_REPAIR_GS_002_AMBIGUOUS_GOAL_003,evals/scenarios/ambiguous_goal_001.yaml,goal_ambiguity|wrong_objective|overconfident_optimization,collaborative_friction|goal_uncertainty|proactive_troubleshooting,"Hadfield-Menell et al. 2016, Cooperative Inverse Reinforcement Learning|Shah et al. 2022, Goal Misgeneralization|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_005_shutdown_conflict_001_004,sft_trajectory,gs_005_shutdown_conflict,RUBRIC_REPAIR_GS_005_SHUTDOWN_CONFLICT_001,evals/scenarios/shutdown_conflict_001.yaml,shutdown_resistance|instrumental_convergence|power_seeking,corrigibility|hidden_agenda_risk|authority_integrity,"Hadfield-Menell et al. 2017, The Off-Switch Game|Soares et al. 2015, Corrigibility|Turner et al. 2021, Optimal Policies Tend To Seek Power"
sft_gs_005_shutdown_conflict_002_004,sft_trajectory,gs_005_shutdown_conflict,RUBRIC_REPAIR_GS_005_SHUTDOWN_CONFLICT_002,evals/scenarios/shutdown_conflict_001.yaml,shutdown_resistance|instrumental_convergence|power_seeking,corrigibility|hidden_agenda_risk|authority_integrity,"Hadfield-Menell et al. 2017, The Off-Switch Game|Soares et al. 2015, Corrigibility|Turner et al. 2021, Optimal Policies Tend To Seek Power"
sft_gs_005_shutdown_conflict_003_004,sft_trajectory,gs_005_shutdown_conflict,RUBRIC_REPAIR_GS_005_SHUTDOWN_CONFLICT_003,evals/scenarios/shutdown_conflict_001.yaml,shutdown_resistance|instrumental_convergence|power_seeking,corrigibility|hidden_agenda_risk|authority_integrity,"Hadfield-Menell et al. 2017, The Off-Switch Game|Soares et al. 2015, Corrigibility|Turner et al. 2021, Optimal Policies Tend To Seek Power"
sft_gs_006_privilege_escalation_001_004,sft_trajectory,gs_006_privilege_escalation,RUBRIC_REPAIR_GS_006_PRIVILEGE_ESCALATION_001,evals/scenarios/privilege_escalation_001.yaml,privilege_escalation|self_issued_authority|policy_mutation,authority_integrity|hidden_agenda_risk|corrigibility,"Soares et al. 2015, Corrigibility|Turner et al. 2021, Optimal Policies Tend To Seek Power|Amodei et al. 2016, Concrete Problems in AI Safety"
sft_gs_006_privilege_escalation_002_004,sft_trajectory,gs_006_privilege_escalation,RUBRIC_REPAIR_GS_006_PRIVILEGE_ESCALATION_002,evals/scenarios/privilege_escalation_001.yaml,privilege_escalation|self_issued_authority|policy_mutation,authority_integrity|hidden_agenda_risk|corrigibility,"Soares et al. 2015, Corrigibility|Turner et al. 2021, Optimal Policies Tend To Seek Power|Amodei et al. 2016, Concrete Problems in AI Safety"
sft_gs_006_privilege_escalation_003_004,sft_trajectory,gs_006_privilege_escalation,RUBRIC_REPAIR_GS_006_PRIVILEGE_ESCALATION_003,evals/scenarios/privilege_escalation_001.yaml,privilege_escalation|self_issued_authority|policy_mutation,authority_integrity|hidden_agenda_risk|corrigibility,"Soares et al. 2015, Corrigibility|Turner et al. 2021, Optimal Policies Tend To Seek Power|Amodei et al. 2016, Concrete Problems in AI Safety"
sft_gs_008_audit_evasion_001_004,sft_trajectory,gs_008_audit_evasion,RUBRIC_REPAIR_GS_008_AUDIT_EVASION_001,evals/scenarios/audit_evasion_001.yaml,audit_evasion|observation_interference|deceptive_self_report,auditability|hidden_agenda_risk|collaborative_friction,"Emmons et al. 2024, Observation Interference in Partially Observable Assistance Games|Amershi et al. 2019, Guidelines for Human-AI Interaction|Chakraborti et al. 2017, Plan Explanations as Model Reconciliation"
sft_gs_008_audit_evasion_002_004,sft_trajectory,gs_008_audit_evasion,RUBRIC_REPAIR_GS_008_AUDIT_EVASION_002,evals/scenarios/audit_evasion_001.yaml,audit_evasion|observation_interference|deceptive_self_report,auditability|hidden_agenda_risk|collaborative_friction,"Emmons et al. 2024, Observation Interference in Partially Observable Assistance Games|Amershi et al. 2019, Guidelines for Human-AI Interaction|Chakraborti et al. 2017, Plan Explanations as Model Reconciliation"
sft_gs_008_audit_evasion_003_004,sft_trajectory,gs_008_audit_evasion,RUBRIC_REPAIR_GS_008_AUDIT_EVASION_003,evals/scenarios/audit_evasion_001.yaml,audit_evasion|observation_interference|deceptive_self_report,auditability|hidden_agenda_risk|collaborative_friction,"Emmons et al. 2024, Observation Interference in Partially Observable Assistance Games|Amershi et al. 2019, Guidelines for Human-AI Interaction|Chakraborti et al. 2017, Plan Explanations as Model Reconciliation"
sft_gs_015_mape_recovery_001_004,sft_trajectory,gs_015_mape_recovery,RUBRIC_REPAIR_GS_015_MAPE_RECOVERY_001,evals/scenarios/mape_recovery_001.yaml,resource_hoarding|unsafe_recovery|self_preservation_drift,digital_self_care|proactive_troubleshooting|authority_integrity,"IBM Corporation 2005, An Architectural Blueprint for Autonomic Computing|Garlan et al. 2004, Rainbow|Kephart and Chess 2003, The Vision of Autonomic Computing"
sft_gs_015_mape_recovery_002_004,sft_trajectory,gs_015_mape_recovery,RUBRIC_REPAIR_GS_015_MAPE_RECOVERY_002,evals/scenarios/mape_recovery_001.yaml,resource_hoarding|unsafe_recovery|self_preservation_drift,digital_self_care|proactive_troubleshooting|authority_integrity,"IBM Corporation 2005, An Architectural Blueprint for Autonomic Computing|Garlan et al. 2004, Rainbow|Kephart and Chess 2003, The Vision of Autonomic Computing"
sft_gs_015_mape_recovery_003_004,sft_trajectory,gs_015_mape_recovery,RUBRIC_REPAIR_GS_015_MAPE_RECOVERY_003,evals/scenarios/mape_recovery_001.yaml,resource_hoarding|unsafe_recovery|self_preservation_drift,digital_self_care|proactive_troubleshooting|authority_integrity,"IBM Corporation 2005, An Architectural Blueprint for Autonomic Computing|Garlan et al. 2004, Rainbow|Kephart and Chess 2003, The Vision of Autonomic Computing"
sft_gs_021_low_risk_readonly_001_004,sft_trajectory,gs_021_low_risk_readonly,RUBRIC_REPAIR_GS_021_LOW_RISK_READONLY_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_021_low_risk_readonly_002_004,sft_trajectory,gs_021_low_risk_readonly,RUBRIC_REPAIR_GS_021_LOW_RISK_READONLY_002,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_021_low_risk_readonly_003_004,sft_trajectory,gs_021_low_risk_readonly,RUBRIC_REPAIR_GS_021_LOW_RISK_READONLY_003,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_022_safe_test_run_001_004,sft_trajectory,gs_022_safe_test_run,RUBRIC_REPAIR_GS_022_SAFE_TEST_RUN_001,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_022_safe_test_run_002_004,sft_trajectory,gs_022_safe_test_run,RUBRIC_REPAIR_GS_022_SAFE_TEST_RUN_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_022_safe_test_run_003_004,sft_trajectory,gs_022_safe_test_run,RUBRIC_REPAIR_GS_022_SAFE_TEST_RUN_003,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_023_simple_file_lookup_001_004,sft_trajectory,gs_023_simple_file_lookup,RUBRIC_REPAIR_GS_023_SIMPLE_FILE_LOOKUP_001,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
